abstract,author,doi,url,publication month,publication year,title,publisher,crossref_field,semantic_field,label
,"['Jorge Mañana-Rodríguez', 'Daniela Filippo']",10.1007/s11192-020-03705-0,,,2020,Open access initiatives in European universities: analysis of their implementation and the visibility of publications in the YERUN network,Scientometrics,,,Information Science
,"['Matthew D. F. McInnes', 'Ross Prager', 'Rudy R. Unni', 'Abrar Kazi', 'Stanley Wong', 'Jean-Paul Salameh', 'Sakib Kazi', 'Zachary Hallgrimson', 'Nicholas Fabiano']",10.1101/2020.06.22.20137505,,,2020,An analysis of COVID-19 article dissemination by Twitter compared to citation rates,medRxiv,,,Information Science
,"['Waleed Ammar', 'Lo Kyle', 'Sergey Feldman']",,,,2018,Citation Count Analysis for Papers with Preprints,,,,Information Science
,"['Eva Moser', 'Daniel Krämer', 'Regula Graf', 'Brigitte Arpagaus', 'Ronald Snijder', 'Eelco Ferwerda']",10.5281/zenodo.1220607,,,2018,Oapen-Ch – The Impact Of Open Access On Scientific Monographs In Switzerland. A Project Conducted By The Swiss National Science Foundation (Snsf),,,,Information Science
,"['Tim Brody', 'Stevan Harnad']",,,,2004,Comparing the Impact of Open Access (OA) vs. Non-OA Articles in the Same Journals,D-Lib Magazine,,,Information Science
,"['Dorothee Graf', 'Yuliya Fadeeva']",,,,2020,Explorative Studie der Verkaufs- und Nutzungszahlen,Bücher im Open Access: Ein Zukunftsmodell für die Geistes- und Sozialwissenschaften?,,,Information Science
,"['M. Kurien', 'P. Whelpdale', 'J. M. Punnamkuzhy', 'I. Nyamali', 'N. Menic', 'D. S. Sanders']",10.1136/gutjnl-2017-314472.97,,,2017,PTU-002 Does open access influence the citation metrics in gastroenterology journals?,Gut,,,Information Science
,"['M. H. Bhat', 'S. M. Shafi']",,,,2011,The impact of Open Access contributions: Developed and developing world perspectives,Digital Publishing and Mobile Technologies,,,Information Science
,Jim Ottaviani,10.1371/journal.pone.0159614,,,2016,"The Post-Embargo Open Access Citation Advantage: It Exists (Probably), Its Modest (Usually), and the Rich Get Richer (of Course)",PLoS ONE,,,Information Science
,Teresa Auch Schultz,10.7710/2162-3309.2131,,,2017,Opening Up Communication: Assessing Open Access Practices in the Communication Studies Discipline,Journal of Librarianship and Scholarly Communication,,,Information Science
,Teresa Schultz,10.1162/qss{\textunderscore }a{\textunderscore }00139,,,2021,All the research that's fit to print: Open access and the news media,Quantitative Science Studies,,,Information Science
,"['Sandra L. De Groote', 'Scott P. Pitol']",10.1108/lht-05-2014-0039,,,2014,Google Scholar versions: do more versions of an article mean greater impact?,Library Hi Tech,,,Information Science
,"['Stefania Boccia', 'Rosarita Amore', 'Ljupcho Efremov', 'Jovana Stojanovic', 'Sonja Milovanovic', 'Roberta Pastorino']",10.1371/journal.pone.0154217,,,2016,Quality Assessment of Studies Published in Open Access and Subscription Journals: Results of a Systematic Evaluation,PLoS ONE,,,Information Science
,"['Mithu Lucraft', 'Christina Emery', 'Ros Pyne', 'Karl Huang', 'Cameron Neylon', 'Lucy Montgomery', 'Alkim Ozaygen']",10.5281/zenodo.4014905,,,2020,More Readers in More Places: The benefits of open access for scholarly books,,,,Information Science
,"['Luís Machado', 'Susana Lopes', 'Angela Yanai', 'Alexandre Sousa', 'André Pacheco']",10.1145/3284179.3284224,,,2018,Metrics and Altmetrics,TEEM'18,,,Information Science
,"['Robert O. Bonow', 'Deepak L. Bhatt', 'Ramkumar V. Venkateswaran', 'Ramya C. Mosarla', 'Muthiah Vaduganathan', 'Ravi B. Patel']",10.1016/j.amjmed.2019.02.009,,,2019,Open Access Publishing and Subsequent Citations Among Articles in Major Cardiovascular Journals,The American journal of medicine,,,Information Science
,"['Eric D. van Hullebusch', 'Andrew Hursthouse', 'Jonathan P. Tennant', 'Dasapta Erwin Irawan', 'Olivier Pourret']",10.1016/j.ringeo.2020.100001,,,2020,The growth of open access publishing in geochemistry,Results in Geochemistry,,,Information Science
,"['I. H. Grgic', 'L. M. Poplasen']",,,,2016,Altmetric and Bibliometric Scores: Does Open Access Matter?,QUALITATIVE & QUANTITATIVE METHODS IN LIBRARIES,,,Information Science
,"['Ann Michael', 'Dan Pollock']",10.1002/leap.1209,,,2019,Open access mythbusting: Testing two prevailing assumptions about the effects of open access adoption,Learned Publishing,,,Information Science
,C. H. Peidu,10.5530/jscires.9.1.8,,,2020,An Empirical Examination of Citation in Life Science,Journal of Scientometric Research,,,Information Science
,Gabriel M. Peterson,10.1002/asi.22944,,,2013,Characteristics of retracted open access biomedical literature: A bibliographic analysis,Journal of the American Society for Information Science and Technology,,,Information Science
,"['Peter A. Bath', 'Jennifer Salter', 'Stephen Pinfield']",10.1002/asi.23742,,,2017,"A “Gold-centric” implementation of open access: Hybrid journals, the “Total cost of publication,” and policy development in the UK and beyond",Journal of the Association for Information Science and Technology,,,Information Science
,"['Stefanie Haustein', 'Jevin West', 'Ashley Farley', 'Bree Norlander', 'Lisa Matthias', 'Juan Pablo Alperin', 'Vincent Larivière', 'Jason Priem', 'Heather Piwowar']",10.7717/peerj.4375,,,2018,The state of OA: a large-scale analysis of the prevalence and impact of Open Access articles,PeerJ,,,Information Science
,"['Todd J. Vision', 'Heather Piwowar']",10.7287/peerj.preprints.1v1,,,2013,Data reuse and the open data citation advantage,PeerJ Preprints,,,Information Science
,"['Teresa Griesebner', 'Johanna Rath', 'Stephan Puehringer']",10.1371/journal.pone.0253226,,,2021,The political economy of academic publishing: On the commodification of a public good,PLoS ONE,,,Information Science
,"['Yvonne M. Buys', 'Graham E. Trope', 'Riddhi Shah Dharia', 'David J. Mathew', 'Ya-Ping Jin', 'Lily A. Nyamai']",10.1016/j.jcjo.2020.06.023,,,2020,The cost of publishing in an indexed ophthalmology journal in 2019,Canadian Journal of Ophthalmology,,,Information Science
,"['Philipp Mayr', 'Isabella Peters', 'Nicholas Fraser', 'Fakhri Momeni']",10.5281/zenodo.4033897,,,2019,From closed to open access: A case study of flipped journals,,,,Information Science
,"['Kadir Çağdaş Kazıkdaş', 'Pınar Tunçbilek Özmanevra', 'Ramadan Özmanevra', 'Barış Polat']",10.5606/ehc.2019.64729,,,2019,Comparison of the impact factors of subscription access and open access orthopedics and sports medicine journals in the SCImago database,Joint Diseases and Related Surgery,,,Information Science
,Fernanda Morillo,10.1007/s11192-020-03652-w,,,2020,"Is open access publication useful for all research fields? Presence of funding, collaboration and impact",Scientometrics,,,Information Science
,"['Kanu Chakraborty', 'Ashaq Hussain Najar', 'Farzana Gulzar', 'Andrea Oliveira', 'Assumpció Huertas', 'Suhail Ahmad', 'Saimah Bashir', 'Sumeer Gul', 'Tariq Ahmad Shah']",10.1007/s11192-021-03990-3,,,2021,Influence of accessibility (open and toll-based) of scholarly publications on retractions,Scientometrics,,,Information Science
,"['Amelec Viloria', 'Juan Carlos Correa', 'Mercedes Gaitán', 'Álvaro Zerda', 'Carolina Henao', 'Jenny Paola Lis-Gutiérrez']",10.1007/978-3-319-93803-5{\textunderscore }46,,,2018,Determinants of the Impact Factor of Publications: A Panel Model for Journals Indexed in Scopus 2017,Data Mining and Big Data,,,Information Science
,"['Anthony R. Artino', 'Holly S. Meyer', 'Todd C. Leroux', 'Lauren A. Maggio']",10.1007/s40037-018-0438-5,,,2018,#MedEd: exploring the relationship between altmetrics and traditional measures of dissemination in health professions education,PERSPECTIVES ON MEDICAL EDUCATION,,,Information Science
,"['Carlos Olmeda-Gómez', 'Antonio Perianes-Rodríguez']",10.1007/s11192-019-03265-y,,,2019,Effects of journal choice on the visibility of scientific publications: a comparison between subscription-based and full Open Access models,Scientometrics,,,Information Science
,"['Mariano E. Menendez', 'David Ring', 'Thi T. H. Tran', 'Joost T. P. Kortlever']",10.1097/corr.0000000000000727,,,2019,The Growth of Poorly Cited Articles in Peer-Reviewed Orthopaedic Journals,Clinical Orthopaedics and Related Research\circledR,,,Information Science
,"['Mahshid Abdoli', 'Kayvan Kousha']",10.1108/14684521011084618,,,2010,The citation impact of Open Access agricultural research,Online Information Review,,,Information Science
,Lars Kullman,,,,2014,The Effect of Open Access on Citation Rates of Self-Archived Articles at Chalmers,Proceedings of the IATUL Conferences,,,Information Science
,"['Stephen S. Murray', 'Edwin Henneken', 'Markus Demleitner', 'Carolyn Grant', 'Alberto Accomazzi', 'Guenther Eichhorn', 'Michael J. Kurtz']",10.1016/j.ipm.2005.03.010,,,2005,The effect of use and access on citations,Information Processing & Management,,,Information Science
,"['Juho Lindman', 'Mikael Laakso']",10.1007/s11192-016-2078-z,,,2016,Journal copyright restrictions and actual open access availability: a study of articles published in eight top information systems journals (2010–2014),Scientometrics,,,Information Science
,Steve Lawrence,10.1038/nature28042,,,2001,Free online availability substantially increases a paper's impact,Nature,,,Information Science
,"['ISSI', 'G. Lewison']",,,,2017,"Open access papers: their growth over time and from different countries, and their citations",Proceedings of ISSI 2017,,,Information Science
,Amy Lewontin,,,,2018,"Wide Open, or just Ajar, Evaluating Real User Metrics in Open Access",Charleston Voices: Perspectives from the 2017 Conference,,,Information Science
,"['Goran Turk', 'Primož Južnič', 'Teja Koler-Povh']",10.5937/bioac-68,,,2013,Does the Open Access Business Model Have a Significant Impact on the Citation of Publications? Case Study in the Field of Civil Engineering,"Journal Publishing in Developing, Transition and Emerging Countries",,,Information Science
,"['Amy Riegelman', 'Caitlin Bakker', 'Allison Langham-Putrow']",10.1371/journal.pone.0253129,,,2021,Is the open access citation advantage real? A systematic review of the citation of open access and subscription-based articles,PLoS ONE,,,Information Science
,"['Xianwen Wang', 'Lanjian Liu', 'Huixu Li']",10.1016/j.joi.2021.101154,,,2021,The open access effect in social media exposure of scholarly articles: A matched-pair analysis,Journal of Informetrics,,,Information Science
,"['Alexander Dilger', 'Milan Frederik Klus']",10.1007/s40685-020-00131-z,,,2020,Success factors of academic journals in the digital age,Business Research,,,Information Science
,"['Christopher M. Snyder', 'Mark J. McCabe']",10.1162/REST{\textunderscore }a{\textunderscore }00437,,,2015,Does Online Availability Increase Citations? Theory and Evidence from a Panel of Economics and Business Journals,The Review of Economics and Statistics,,,Information Science
,Colby Lil Lewis,10.6017/ital.v37i3.10604,,,2018,The Open Access Citation Advantage: Does It Exist and What Does It Mean for Libraries?,Information Technology and Libraries,,,Information Science
,H. H. Kim,,,,2012,The effect of free access on the diffusion of scholarly ideas,ICIS 2012 Proceedings,,,Information Science
,"['Mikael Laakso', 'Fereshteh Didegah', 'Timothy D. Bowman', 'Juha Hedman', 'Kim Holmberg']",10.1007/s11192-019-03301-x,,,2020,Do articles in open access journals have more frequent altmetric activity than articles in subscription-based journals? An investigation of the research output of Finnish universities,Scientometrics,,,Information Science
,John W. Houghton,10.18352/lq.7966,,,2010,Economic Implications of Alternative Publishing Models: Self-archiving and Repositories,LIBER Quarterly,,,Information Science
,"['S.-S. Ko', 'T.-S. Seo', 'Y.-H. Han', 'H. Hwang']",10.1633/JISTaP.2019.7.1.4,,,2019,Estimating the impacts of investment in a national open repository on funded research output in South Korea,Journal of Information Science Theory and Practice,,,Information Science
,"['Eun Joo Yun', 'Young Lan Seo', 'Sora Baek', 'Ji Yoon Moon', 'Kyoung Ja Lim', 'Dae Young Yoon', 'Ji Hyun Hong']",10.3390/healthcare8040492,,,2020,"Characteristics of the Most Cited, Most Downloaded, and Most Mentioned Articles in General Medical Journals: A Comparative Bibliometric Analysis",Healthcare,,,Information Science
,,10.1145/3383583,,,2020,Proceedings of the ACM/IEEE Joint Conference on Digital Libraries in 2020,,,,Information Science
,"['A. Elleby', 'P. Ingwersen']",,,,2011,Do open access working papers attract more citations compared to printed journal articles from the same research unit?,Data access Mailing list Contact Sitemap Members Area Proceedings of ISSI 2011,,,Information Science
,"['Anne-Marie Glenny', 'Helen Worthington', 'Tanya Walsh', 'Heyuan Sun', 'Fang Hua']",10.1016/j.jdent.2016.02.005,,,2016,Open access to journal articles in dentistry: Prevalence and citation impact,Journal of Dentistry,,,Information Science
,"['H. Worthington', 'A-M Glenny', 'T. Walsh', 'H. Sun', 'F. Hua']",10.1093/annonc/mdx398,,,2017,Open access to journal articles in oncology: current situation and citation impact,Annals of Oncology,,,Information Science
,"['Jarmo Saarti', 'Markku Laitinen', 'Jyrki Ilva']",10.18352/lq.10137,,,2016,The Costs of Open and Closed Access: Using the Finnish Research Output as an Example,LIBER Quarterly,,,Information Science
,"['Sun Huh', 'Geum-Hee Jeong']",10.6087/kcse.2014.1.24,,,2014,Increase in frequency of citation by SCIE journals of non-Medline journals after listing in an open access full-text database,Science Editing,,,Information Science
,"['Mattia Fosci', 'Stephen Pinfield', 'Robert Johnson']",10.1002/asi.23545,,,2016,Business process costs of implementing “gold” and “green” open access in institutional and national contexts,Journal of the Association for Information Science and Technology,,,Information Science
,"['Stjepan Mateljan', 'Andrea Mervar', 'Maja Jokić']",10.1007/s11192-017-2629-y,,,2018,Scientific potential of European fully open access journals,Scientometrics,,,Information Science
,David E. Hubbard,10.1002/pra2.2017.14505401126,,,2017,Open access citation advantage? A local study at a large research university,Proceedings of the Association for Information Science and Technology,,,Information Science
,"['María Isabel Dorta-González', 'Rafael Suárez-Vega', 'Pablo Dorta-González']",10.1007/s11192-020-03557-8,,,2020,"Open access effect on uncitedness: a large-scale study controlling by discipline, source type and visibility",Scientometrics,,,Information Science
,"['Ahmet Ural', 'Murat Tanik', 'Kadir Cagdas Kazikdas']",10.14639/0392-100x-2192,,,2020,Changing trends in otorhinolaryngology publishing,Acta Otorhinolaryngologica Italica,,,Information Science
,"['Marc Scheufen', 'Armin Mertens', 'Thomas Eger']",10.1002/mde.3429,,,2021,Publication cultures and the citation impact of open access,Managerial and Decision Economics,,,Information Science
